Speaker,Speech,Type,Comments
"Mr. Bernanke","Well, we never got that far on that proposal,",Speech,
"Mr. Chairman","",Speech,
"Chairman Dodd","Gratefully, would you agree?",Speech,
"Mr. Bernanke","Well, it depends on the details. There were so many different plans being proposed.",Speech,
"Chairman Dodd","Can you imagine if your Social Security were tied into the stock market today, what it would be like?",Speech,
"Mr. Bernanke","Well, if they were all tied to the stock market, that would certainly be a problem, right.",Speech,
"Chairman Dodd","Yes. Let me, if I can in the minute or so left here, I noted in my opening comments that housing and autos have historically led us out of recessions in many ways. I don't know if you agree or not, but it is ironic that housing, and to a lesser degree autos, have led us into this recession. Who is going to lead us out of this recession? What sector of the economy?",Speech,
"Mr. Bernanke","Well, we have seen a very broad-based weakness. Housing is very central. At this point, the housing market has reversed the boom that we saw earlier in the decade. In fact, we are now at levels of construction and price declines that we have not seen for a very long time, if ever, and so I would anticipate some stabilization in the housing market going forward and eventually demographic trends, household formation, economic growth will begin to create recovery in the housing market. Likewise, people are very reluctant right now to make commitments to consumer durables like automobiles. I think the current rates of auto sales are below what we will see once the economy begins to normalize. So I think those sectors will be part of the recovery. But in general, as we see confidence coming back, particularly consumer spending on discretionary items, those areas will begin to strengthen and we will see a broad-based recovery.",Speech,
"Chairman Dodd","I should have mentioned in prefacing my question, I am, at least for my part, anyway, grateful to the administration for stepping up on the housing issue, the $75 billion that has been committed in the mitigation on foreclosures. I wish we had done that a year ago. It might have made the situation less dramatic than it is today, but I welcome that move, as well. With that, let me turn to Senator Shelby, and look at that, right on the money here, so 5 minutes.",Speech,
"Senator Shelby","I will try to do the same, Mr. Chairman. Thank you. Adequacy of bank capital, I would like to get into that. Mr. Chairman, regulators from each part of the banking industry, including the Federal Reserve, have testified multiple times before the Banking Committee in the past few years that the banking industry was healthy and strong, yet we are now discussing taking very drastic measures to recapitalize the very same system. A lot of people wonder, where were the regulators in the past 5 or 6 years, including the Federal Reserve. For example, in 2004, before the Banking Committee, FDIC Chairman Powell said, and I quote, ``I am pleased to report''-- that is to the Banking Committee--``that the FDIC insured institutions are as healthy and sound as they have ever been.'' Additionally, in 2004, OTS Director James Gilleran stated before the Banking Committee, and I quote, ``It is my pleasure to report on a thrift industry that is strong and growing in asset size. While we continue to maintain a watchful eye on interest rate risk in the thrift industry, profitability, asset quality, and other key measures of financial health are at or near record levels.'' Also before this committee in 2004, Comptroller of the Currency John Hawke testified, ``National banks continue to display strong earnings, improving credit quality following the recent recession and sound capital positions.'' He even said that banks have adopted better risk management techniques. In 2005, your predecessor of the Fed, Chairman Alan Greenspan, said before the Banking Committee here, ``Nationwide banking and widespread securitization of mortgages make financial intermediation less likely to be impaired than it was in some previous episodes of lethal house price correction.'' In fact, as recently as 2008, Chairman of the FDIC Bair testified and said, and I quote, ``The vast majority of institutions remain well capitalized, which will help them withstand the difficult challenges in 2008 while broader economic conditions improve.'' Comptroller Dugan, Comptroller of the Currency, said here before the Banking Committee in 2008, and I will quote, ``Despite these strains, the banking system remains fundamentally sound, in part because it entered this period of stress in a much stronger condition.'' Finally, in 2008, Federal Reserve Vice Chairman Kohn testified before this Committee, and I quote, ``The U.S. banking system is facing some challenges, but it remains in sound overall condition, having entered the period of recent financial turmoil with solid capital and strong earnings. The problems in the mortgage and housing markets have been highly unusual and clearly some banking organizations have failed to manage their exposures well and have suffered losses as a result. But in general, these losses should not threaten their viability.'' Chairman Bernanke, are your capital measures and amounts of capital adequate? You are regulator of the largest banks. What does the present state of the banking industry tell us about our capital regime, and what does it mean if banks are adequately capitalized, yet somehow we need to spend billions, if not trillions, of dollars to stabilize the system?",Speech,
"Mr. Bernanke","Well, that is a very long question, Senator Shelby.",Speech,
"Chairman Dodd","You have a minute and 30 seconds to answer the question.",Speech,
"Mr. Bernanke","The banks did have extensive capital coming into this crisis, but, of course, the crisis itself was extraordinary in its size. We could talk at some length about the failures of regulators, including the Federal Reserve, to prevent the credit crisis and prevent the losses that have been affected. Going forward, we need to think about the Basel II regime, on which capital rules are now set. The general principles of the Basel II regime are that capital should be related to the risks of the assets which are being held. But I think we have learned several things. First, that we need to be more aggressive in figuring out what the risks are and make sure that we are stress testing, making sure that we are being conservative in terms of assigning capital to individual kinds of assets. There certainly were some assets that were underweighted in terms of their risk characteristics when the capital was assigned. We need to look at a variety of other things, like off-balance sheet exposures and other things that were not adequately represented in the Basel II framework. And there are other elements which the Basel Committee is looking at. Just to mention two, there probably were improvements in risk management and risk measurement over the period discussed, but they weren't adequate, obviously, and we need to do a lot more work for making sure that bank companies have enterprise-wide comprehensive risk management techniques. In addition, and this is something that the Basel Committee has been focused on, we need to make sure they have adequate liquidity, as well as capital. So there is a lot to be done. You are absolutely right in pointing out the deficiencies and there is a lot of work that we regulators, the international community, has to do to strengthen that capital standard.",Speech,
"Senator Shelby","Thank you. My time is up.",Speech,
"Chairman Dodd","Thank you, Senator.",Speech,
"Senator Reed","",Speech,
"Senator Reed","Thank you very much, Mr. Chairman, and thank you, Chairman Bernanke. Let me associate myself with Chairman Dodd's remarks about in a crisis, you have been providing very helpful and thoughtful leadership. I also would associate myself with consumer protections and other supervisory activities which we will correct going forward, but thank you for your leadership in this crisis. You point out repeatedly in your comments and the Open Market Committee statement that unemployment is a significant problem in the country. In fact, the Open Market Committee indicates that it could reach 9.2 percent in 2009 and 2010, even with an improving financial market and the credit markets. Is that the conclusion, for the record?",Speech,
"Mr. Bernanke","The actual forecast was a little under--was under 9 percent.",Speech,
"Senator Reed","Under 9 percent?",Speech,
"Mr. Bernanke","But certainly within the range of error is 9 percent would be included.",Speech,
"Senator Reed","One of the things that has been done in the stimulus package is extended unemployment benefits. Many economists indicate that that is a very wise investment, since for every dollar of benefits, you get roughly $1.60 in GDP growth. Is that your presumption or your conclusion also?",Speech,
"Mr. Bernanke","I don't have a precise number. From a spending perspective, though, it is certainly true that unemployment benefits are much more likely to be spent than the average dollar because people don't have the income. They need those benefits.",Speech,
"Senator Reed","Also, in the Open Market Committee report, they indicate that the labor market is very weak but the declines might be tempered a bit because of the availability of extended unemployment benefits, that, in fact, people are still in the market looking for jobs because they have the benefits to sustain them in that search. Again, I assume you share that conclusion?",Speech,
