"Speaker","Speech"
"STATEMENT OF SENATOR JON TESTER",""
"Senator Tester","Yes, thank you, Mr. Chairman. Quickly, first, I appreciate the hearing and appreciate you folks coming. I look forward to hearing your suggestions as we look for ways to instill consumer confidence and to promise stability in the--not in the marketplace, but in the banking institutions themselves. I would just say this: My main concern with modernization at this point in time is the impact, if handled improperly, on community banks and credit unions. I think that these folks are the lifeblood, especially where I come from in rural America. Last Saturday, as almost on a weekly basis personally, on a daily basis with my staff, we hear from community banks and credit unions about the issues that are impacting them right now, like premiums on deposit insurance, additional regulation on loan standards that really cuts back on their flexibility to get money out the door to local communities. And I would hope that whatever regulation we come up with will do what it is intended to do and not really hinder the folks who have really played by the rules and done a good job protecting their depositors and the folks they lend money to. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you, Senator Tester. Senator Johanns--Senator Corker. I am sorry, Bob."
"Senator Corker","As usual, I will pass and wait to hear from the witnesses, which I think will be a beneficial thing to do. Thank you."
"Chairman Dodd","I appreciate that very much."
"STATEMENT OF SENATOR MARK R. WARNER",""
"Senator Warner","Thank you, Mr. Chairman. I just want to echo what some of my colleagues have quickly said so we can get to the witnesses. But I appreciate you holding this hearing because I sometimes think particularly the media paints with a broad brush that everybody in the financial industry has been taking inappropriate actions. And the fact that today we are going to highlight some of the folks who are continuing to work through these challenging economic times and have not taken on some of the actions that got the industry in trouble is a good hearing for us, but it is also a good hearing for the public at large. So thank you for holding this."
"Chairman Dodd","Thank you very much."
"Senator Johanns",""
"Senator Johanns","Mr. Chairman, I will just indicate I did get the testimony yesterday. That is so helpful and so very, very appreciated. So to all of you who worked to make that happen, I just want to express my appreciation. Other than that, I will pass and wait to hear from the witnesses."
"Chairman Dodd","Thank you very much."
"Senator Bennet",""
"Senator Bennet","Mr. Chairman, I will pass. Thank you very much for holding this hearing."
"Chairman Dodd","Senator Bennett."
"Senator Bennett","I will pass."
"Chairman Dodd","Senator Schumer."
"STATEMENT OF SENATOR CHARLES E. SCHUMER",""
"Senator Schumer","I would ask that my entire statement be put in the record. I just want to make three quick points in reference to some of the testimonies. First, in reference to Mr. Mica's testimony, I think it is really important we look for more places for small businesses to get loans. Banks are not doing it right now. And one of the things I will be asking you to comment upon is legislation that we are putting in. I think it was in 1996 we said that credit unions could only do 12 percent of their lending to small business. I have scores, maybe hundreds, probably thousands of businesses in my area that cannot get loans or are actually having lines of credit pulled from them by banking institutions. I have credit unions that would like to lend to these businesses and prevent them--they are profitable, ongoing businesses--from going under, and the credit unions cannot lend because of the cap. I think we ought to lift it, and I will be putting in legislation on that. In reference to Mr. Whalen, having a unitary regulator makes a great deal of sense. Right now, banks can choose their regulators, oftentimes. You know, that is sort of like picking the umpire, and then having the umpire get paid more the more he is picked. We know what would happen. Senator Bunning knows best of all. The strike zone would expand. The calls would be different. And it would not work. And, finally, Ms. Hillebrand, I just wanted to point out Senator Durbin and I have introduced legislation to have a Financial Product Safety Commission. I think that is really important. That avoids the cracks in regulation that Mr. Whalen has talked about because if the product is regulated, not who issues it, you are not going to have mortgage brokers getting around the banks, which is what happened before. So I think that is important to do, and with that I would just ask that my entire statement be entered into the record."
"Chairman Dodd","That will certainly be the case, and true of all of our colleagues here and true of our witnesses as well. Any supporting documents or information you think would be helpful to the Committee will be included in the record. Let me welcome our witnesses this morning. Our first witness is Dan Mica, a former colleague of ours, a former U.S. Member from the House, currently President and CEO of the Credit Union National Association. Our next witness is William Attridge, and I welcome my constituent to the Banking Committee. Mr. Attridge is the President and CEO of the Connecticut River Community Bank. We are pleased to have you before the Committee this morning. Thank you for being here. Mr. Aubrey Patterson, is the Executive Chairman and CEO of BancorpSouth. He serves as Chairman of the American Bankers Association, and we welcome you as well to the Committee. Mr. Richard Christopher Whalen is Senior Vice President and Managing Director of Institutional Risk Analytics. Mr. Whalen has worked in a variety of capacities, including the Federal Reserve Bank of New York, where he worked in the Bank Supervision and Foreign Exchange Departments. And, last, we will hear from Gail Hillebrand, who is a senior attorney at the West Coast office of Consumers Union where she manages credit and finance advocacy teams and leads the Consumers Union Financial Services Campaign. We thank all five of you for being with us this morning. We will begin with you, Congressman Mica, and we would ask each of you to try and keep your remarks to about 5 or 6 minutes, if you can, so we can get to the questions. Welcome to the Banking Committee, Congressman Mica."
"STATEMENT OF DANIEL A. MICA, PRESIDENT AND CHIEF EXECUTIVE OFFICER, CREDIT UNION NATIONAL ASSOCIATION",""
"Mr. Mica","Thank you very much, Mr. Chairman and Ranking Member Shelby and Members of the Committee. Let me just say that I will dispense with my written and oral testimony, try to summarize it to give you plenty of time for questions. I have heard in advance that several have to leave, so I am going to try to summarize very quickly. First and foremost, we believe in strong, fair, competent, tough Federal regulators for all financial institutions. It does no good to the industry to have a regulator that rolls over. We all pay. Taxpayers pay, the consumers pay, and ultimately industry pays. So we start out that we do need some good, solid, tough, fair, and competent regulation. And before I go into the other points, I think I need to hit a major point that is facing us right now, and you may have read the headlines over the weekend. Our Federal regulator took over two--into conservatorship two of our corporate credit unions. And I want to put this in perspective. We have 8,000 credit unions in the United States with 90 million members-- 8,000, 90 million members. We have 28 corporates where they put excess funds for liquidity and so on, a liquidity facility. One of those is a central corporate where the other corporates put money. And it was two of those corporates that the regulator took over. And it is interesting. Some people said, well, they should not have put money into these mortgage-backed securities. According to what the regulators have advised me just the other day when they took this over, all those securities were AAA or AA when they bought them. So the surrounding economy has created a problem for two of our wholesale credit unions, and that will impact all of us. And we will back to you and I know the regulator will be back to you to deal with the waterfall of that. We will probably be seeking, much like the banks, an 8- year period of payback. We are not looking for a bailout but a payback. So we can pay that amount back that we have to refund the insurance fund over a period of time rather than in 1 year. Our legislation for credit unions, unlike the banks, makes us pay in 1 year. But I want to say this very clearly, that all of you here and anybody that is writing about credit unions, or talking: The 8,000 credit unions, the 90 million members, they are safe, they are sound. They have almost 11 percent capital, and every account is insured up to $250,000--every federally insured account. There are about 100, 200 credit unions that have private insurance. But the best institutions in the United States, we think, to put your money in right now, and the safest. But I wanted to address that because I know there were some concerns. So back to the fair, competent, strong, independent regulator. Essentially, the bottom line is credit unions are different than other institutions. We are not-for-profit. This is what you wrote in the law that defines a credit union, five things. You have to be not-for-profit, that is, 100 percent. And we are not like banks. We do not have shareholder stockholders. We are democratically operated 100 percent. We have volunteer boards, not paid boards like the banks. We have a special mission to provide consumers, and especially those of modest means, with credit and savings needs, consumers and those of modest means, not just those with modest means. We are virtually 100 percent on all of those. Our regulator does a good job. We have come out of this worst crisis since the Depression. And, by the way, credit unions were born of the Depression in the 1930s because everybody else was failing. We have a good regulator who understands the nuances and the problems that are attendant and much different than the for-profit system. If we had a separate regulator--and we have tried that in the past, in the 1930s, in the 1960s and 1970s. Each time we are essentially being put into the--it would be the chicken being put into the fox lair because the banking industry, the for-profit industry has either been oblivious to the needs of credit unions or, as you all know, they are very harsh about our existence. They feel that we may not have a place in our financial services system, and they try to write our rules. So you all know that, and we feel that unless we keep a separate Federal regulator--and that does not mean we love everything our regulator does, by any means. But if we keep a separate Federal regulator, we indeed would have a future in this country. So there are many things we can do, Chairman. Mr. Schumer mentioned member business lending. If we could get that cap raised, we could $10 billion with no Government assistance in small business loans and little America Main Street tomorrow. So, Mr. Chairman, I believe I am about out of time. I would just simply say this: I know there are questions about a consumer provision that was mentioned here. We again think that credit unions should not have to bear an undue burden, because we are not a part of that problem. Our members own our institutions. We do not abuse ourselves. And we think that all that needs to be taken into account as we look at what we are doing here. Yes, systemic regulation needs to be looked at, and while you are doing it, you might look at the rating agencies, too, and the ``too big to fail'' policy, because all those have played a part that we have all suffered collateral damage in. But we think you are on the right course. We look forward to working with you, and we thank you for the opportunity."
"Chairman Dodd","Thank you very much. Mr. Attridge, welcome."
"STATEMENT OF WILLIAM R. ATTRIDGE, PRESIDENT, CHIEF EXECUTIVE OFFICER, AND CHIEF OPERATING OFFICER, CONNECTICUT RIVER COMMUNITY BANK, ON BEHALF OF THE INDEPENDENT COMMUNITY BANKERS OF AMERICA",""
"Mr. Attridge","Mr. Chairman, Ranking Member Shelby, and Members of the Committee, my name is Bill Attridge. I am President and Chief Executive Officer of Connecticut River Community Bank. My bank is located in Wethersfield, Connecticut, a 375-year-old town with about 27,000 people. Our bank opened in 2002 and has offices in Wethersfield, Glastonbury, and West Hartford--all suburbs of Hartford. We have 30 employees and about $185 million in total assets at this time. We are a full-service bank, but the bank's focus is on lending to the business community. I am also a former President of the Connecticut Community Bankers Association. I am here to represent the Independent Community Bankers of America and its 5,000 member banks. ICBA is pleased to have this opportunity to testify today, and ICBA commends your bold action to address the current issues. Mr. Chairman, community bankers are dismayed by the current situation. We have spent the past 25 years warning policymakers of the systemic risk by the unbridled growth of the Nation's largest banks and financial firms. But we were told we did not get it, that we didn't understand the new global economy, that we were protectionist, that we were afraid of competition, and that we needed to get with the ``modern'' times. However, our financial system is now imploding around us. It is important for us to ask: How did this happen? And what must Congress do to fix the problem. For over three generations, the U.S. banking regulatory structure has served this Nation well. Our banking sector was the envy of the world and the strongest and most resilient financial system ever created. But we got off track. Our system has allowed--and even encouraged--the establishment of financial institutions that threaten our entire economy. Nonbank financial regulation has been lax. The crisis illustrates the dangerous overconcentration of financial resources in too few hands. To address this core issue, we recommend the following. Congress should require the financial agencies to identify, regulate, assess, and eventually break up institutions posing a risk to our entire economy. This is the only way to protect taxpayers and maintain a vibrant banking system where small and large institutions are able to fairly compete. Congress should reduce the 10-percent cap on deposit concentration. Congress should direct the systemic risk regulator to block any merger that would result in the creation of a systemic risk institution. An effective systemic risk regulator must have the duty and authority to block activity that threatens systemic risk. Congress should not establish a single, monolithic regulator for the financial system. The current structure provides valuable regulatory checks and balances and promotes best practices among those agencies. The dual banking system should be maintained. Multiple charter options, both Federal and State, are essential preserve an innovative and resilient regulatory system. Mr. Chairman, we do not make these recommendations lightly, but unless you take bold action, you will again be faced with a financial crisis brought on by mistakes made by banks that are too big to fail, too big to regulate, and too big to manage. Breaking up systemic risk institutions while maintaining the current regulatory system for community banks recognizes two key facts: first, our current problems stem from overconcentration; and, second, community banks have performed well and did not cause the crisis. ICBA also believe nonbank providers of financial services, such as mortgage companies and mortgage brokers, should be subject to greater oversight for consumer protection. The incidence of abuse was much less pronounced in the highly regulated banking sector. Many of the proposals in our testimony are controversial, but we feel they are necessary to safeguard America's great financial system and make it stronger coming out of this crisis. Congress should avoid doing damage to the regulatory system for community banks, a system that has been tremendously effective. However, Congress should take a number of steps to regulate, assess, and ultimately break up institutions that pose unacceptable systemic risks to the Nation's financial system. ICBA looks forward to working with you on this very important issue, and we appreciate this opportunity to testify."
"Chairman Dodd","Thank you very much, and you have raised some very challenging questions, good questions. We thank you for that as well. Mr. Patterson, welcome to the Committee."
"STATEMENT OF AUBREY B. PATTERSON, CHAIRMAN AND CHIEF EXECUTIVE OFFICER, BANCORPSOUTH, INC., ON BEHALF OF THE AMERICAN BANKERS ASSOCIATION",""
"Mr. Patterson","Thank you, Chairman Dodd, Ranking Member Shelby, and Members of the Committee. My name is Aubrey Patterson, Chairman and CEO of BancorpSouth, Inc. Our company operates over 300 commercial banking, mortgage, insurance, trust and broker-dealer locations throughout six Southern States. I am pleased to testify on ABA's recommendations for a modernized regulatory framework. I might add that ABA does represent over 95 percent of the assets of the industry. Recently, Chairman Bernanke gave a speech which focused on three main areas: first, the need for a systemic risk regulator; second, the need for a method for orderly resolution of a systemically important financial firm; and, third, the need to address gaps in our regulatory system. We agree that those three issues should be the priorities. This terrible crisis should not have been allowed to happen again, and addressing these three areas is critical to ensure that it does not. ABA strongly supports the creation of a systemic regulator. In retrospect, it is inexplicable that we have not had such a regulator. If I could use a simple analogy, think of the systemic regulator as sitting on top of Mount Olympus looking out over all of our land. From that highest point, the regulator is charged with surveying the land looking for fires. Instead, we currently have had a number of regulators each of which sits on top of a smaller mountain and only sees its relative part of the land. Even worse, no one is looking over some areas, creating gaps in the process. While there are various proposals as to who should be the systemic regulator, much of the focus has been on giving the authority to the Federal Reserve. There are good arguments for looking to the Fed. This could be done by giving the authority to the Fed or by creating an oversight committee chaired by the Fed. ABA's one concern in using the Fed relates to what it may mean for the independence of that organization. We strongly believe in the importance of Federal Reserve independence in its role in setting and managing monetary policy. ABA believes that systemic regulation cannot be effective if accounting policy is not in some fashion part of the equation. To continue my analogy, the systemic regulator on Mount Olympus cannot function well if part of the land is strictly off limits and under the rule of some other body, a body that can act in a way that contradicts the systemic regulator's policies. That is, in fact, exactly what has happened with mark-to-market accounting. ABA also supports creating a mechanism for the orderly resolution of systemically important nonbank firms. Our regulatory bodies should never again be in the position of making up an impromptu solution to a Bear Stearns or an AIG or not being able to resolve a Lehman Brothers. The inability to deal with these situations in a predetermined way greatly exacerbated the crisis. A critical issue in this regard is ``too big to fail.'' The decision about the systemic regulator and a failure resolution system will help determine the parameters of ``too big to fail.'' In an ideal world, there would be no such thing as too big to fail, but we all know that the concept not only exists it has, in fact, broadened over the last few months. This concept has profound moral hazard and competitive effects that are very important to address. The third area for focus is where there are gaps in regulation. Those gaps have proven to be major factors in this crisis, particularly the role of unregulated mortgage lenders. Credit default swaps and hedge funds also should be addressed in legislation to close gaps. There seems to be a broad consensus to address these three areas. The specifics will be complex and, in some cases, contentious. But at this very important time, with Americans losing their jobs, their homes, and their retirement savings, all of us should work together to develop a stronger, more effective regulatory structure. ABA pledges to be an active and constructive participant in this critical effort. I would be happy to answer any questions, Mr. Chairman."
"Chairman Dodd","Thank you very much, Mr. Patterson. We appreciate your testimony. Mr. Whalen, welcome."
"STATEMENT OF RICHARD CHRISTOPHER WHALEN, SENIOR VICE PRESIDENT AND MANAGING DIRECTOR, INSTITUTIONAL RISK ANALYTICS",""
"Mr. Whalen","Chairman Dodd, Senator Shelby, Members of the Committee, I am going to summarize my written comments and go down a list in bullet fashion, if you will, to respond to some of your comments and some of the other testimony. Systemic risk--does it exist? I am not sure. I used to work for Gerry Corrigan. I watched it in its early formations. Read the paper on my Web site called ``Gone Fishing,'' by the way. It is an allusion to his pastime with Chairman Volcker. What I would urge you to do is talk about systemic risks, make it plural, because then you are going to focus everybody on what we need to focus on, which are what the components that cause people to talk about systemic risk. A synonym for ``system risk'' is ``fear.'' If you go back to the Corrigan Group's work, you will see they differentiate between market disturbances and systemic events. Market disturbances are when people are upset, unsure about pricing, stop answering the phone. Systemic risk is when you are not getting paid. That is the difference. And if the Congress would focus on what are the components that cause us to talk about systemic risk, then I think we will make progress. The role of the Fed: I have great admiration and respect for every one of my colleagues in the Federal Reserve System, especially for the people in bank supervision. But the Congress has to accept and understand that monetary economists are entirely unsuited to supervise financial institutions. In fact, they cannot even work in the financial services industry unless they work as economists. So when you understand their prejudices, when you understand their love and their devotion to monetary policy and economic thought, economic theory, you understand why it is hard for them to take apart large banks. They recoil in horror at the notion that we are not going to have lots of big dealer banks in New York City. Well, folks, they are gone. They are gone. We cannot put Humpty-Dumpty back together again. So my sense is we have to excuse the people at the Fed from all direct responsibility for bank supervision. We give them a seat at the table by giving them responsibility for the things they do well, which is market liquidity risk management, market surveillance, et cetera. Do not ask them to do too many things. In my opinion--I worked on the Hill for Democrats and Republicans, and the thing you constantly do over and over again is give agencies too much to do. Let us give each one of these agencies ownership of the specific area: market liquidity risk for the Fed; supervision and even consumer protection in terms of the unified regulator; and then, finally, resolution and insurance for the FDIC separate from the supervisory activities. Why? Well, really, if I had my druthers--and I loved the comments from the community bankers before--I would like to see the FDIC evolve into a rating agency where we could look at the premium they charge banks not just for their deposits but for all of their liabilities, and use that rating, use that premium charge as a basis for the public to understand the risks that that bank takes. I am delighted to hear people talk about small banks. My company rates little banks. Most little banks are just fine. We have got 3,000-plus institutions in our rating system that are A or A-plus. The problem is we have got 2,000, as of the end of 2008, that we rate F. Half of those are victims of mark-to- market accounting; about a quarter of those banks have stopped lending entirely. You can tell because they are running off. They are shrinking. Their revenue is falling. They just are not in a position to lend. So I think what we have to do is ask ourselves a basic question: What do we want to achieve with the future regulatory framework? And who are going to be the owners of each piece? I have provided a little graphic here, and the one thing I would urge you to consider both with respect to consumer protection and all other areas is let us see if we cannot partner with the States. Why can't the Federal Government set consistent rules for all of the banking markets in the U.S.? Leave different types of charters in place, let us have diversity in terms of charts, but then we have to come up with a way of unifying capital requirements, unifying safety and soundness, and having a level playing field. I would love, by the way, to have better data on credit unions. I get calls about credit unions every day, but I cannot rate them because the data they put through the National Credit Union Administration is not organized properly. You guys have to go spend some time with the FDIC. Copy their methodology. I can get a bank call report off their Web site in real time now. It comes out at the same time as the EDGAR filing for public banks. That is what investors need. Finally, let me just make one other comment, and I look forward to your questions. The reason little banks are not in trouble as much as big banks is because the State and FDIC regulatory personnel did not let them get in trouble. They did not let them build a financial market that is based on notional, fanciful, speculative contracts that have no connection to the real economy. The biggest indictment of the Federal Reserve Board is that they have countenanced and encouraged renters to become equal with owners. That is what we have with AIG. The speculators, the dealers in New York, have leveraged the real world with these speculative ``gaming contracts.'' That is the only thing you can call them. If I want home insurance, do I go to the corner grocery store and pay him a premium every month? No. I go to a reputable insurance company. Everybody on the street knew that AIG was the dumbest guy in the room. They all knew, and they sucked that firm's blood for almost 7 years. Now we have to pay for it? No. I disagree. I will be happy to answer your questions."
"Chairman Dodd","Thank you very much. Ms. Hillebrand, thank you very much for coming."
"STATEMENT OF GAIL HILLEBRAND, FINANCIAL SERVICES CAMPAIGN MANAGER, CONSUMERS UNION OF UNITED STATES, INC.",""
"Ms. Hillebrand","Thank you, Mr. Chairman, Ranking Member Shelby, and Senators. I am Gail Hillebrand, Financial Services Campaign Manager for Consumers Union. You know us as the nonprofit publisher of Consumer Reports magazine, and we also work on consumer advocacy. I am happy to be here today to discuss how we are going to fix what is broken in our bank regulatory structure. Americans are feeling the pain of the failures in the financial markets. We are worried about whether our employers will get credit so that they can keep us in our jobs. Many households have lost home equity because someone else pumped up housing values by loaning money to people who could not afford to pay it back and made loans that no sensible lender would have made if they were lending their own money rather than putting the money out, taking the fee, and passing on the risk. We also have pain in households because of the abrupt increases in credit card interest rates. We have to start with consumer protection because the spark that caused our meltdown was a lack of consumer protection in mortgages. I am not going to talk generally about credit reform, but it will not be enough if we do stronger regulation and systemic risk regulation and we do not also do real credit reform. That would be like replacing all the pipes in your house and then letting poison water run through those pipes. We are going to have to deal with credit reform. We have two structural recommendations in consumer protection. The first one is for better Federal standards, and the second one is to acknowledge that the Federal Government cannot do it all and to let the States come back into consumer protection in enforcement and in the development of standards. We do not have one Federal banking agency whose sole job is protecting the financial services consumer, and we believe that the Financial Product Safety Commission will serve that role. It does not involve moving oversight of securities. That would stay where it is. But for credit, deposit accounts, and these new payment products, the Financial Product Safety Commission could set basic rules, and then the States could go further. Consumers know we have to pay for financial products, but we want to get rid of the tricks, the traps, and the ``gotcha's'' that make it very hard to evaluate the product and that make the price of the product change after we buy it. Our second structural recommendation in consumer protection is for Congress to recognize that the Feds cannot do it all and to bring States back into consumer protection in financial services regardless of the nature of the charter held by the financial institution. We have 50 State Attorneys General. That is a powerful army for enforcement of both State and Federal standards, and we have State legislatures who often will hear about a problem when it is developing in one corner of the country or one segment of consumers, before it is big enough to come to the attention of unelected bank regulators, and even before it is big enough to come to your attention. At the very time that States were beginning to try to address subprime lending by legislation in the early 2000s, the OCC was actively issuing interpretations in 2003, and then in 2004 a rule that said to national banks, ``You are exempt from whatever consumer protections States want to apply in the credit markets.'' We have to get rid of that form of Federal preemption; including the OCC preemption rule. Congress needs to clarify that the National Bank Act really just means ``do not discriminate against national banks,'' but not give them a free pass to do whatever they like in your State; and to eliminate the field preemption for thrifts in the Homeowners Loan Act. Those are going to have to go. We have already tried the system where Feds regulated Federal institutions and States regulated State institutions, and it did not work partly because these institutions are competing in the same market, and a State legislature cannot regulate just some of the players in the market. Turning to systemic risk, we do believe the most important step is to close all the regulatory gaps and to strengthen both the powers and the attitudes--the skepticism, if you will--of the direct prudential regulators. Every gap is a vulnerability for the whole system, as we have learned the hard way, and more attention needs to be paid to risk. We agree with many others who have said we need an orderly resolution process for nondepository institutions. There should be clear rules on who is going to get paid and who is not going to get paid. These institutions should pay an insurance premium in some way to pay for that program themselves. We do agree there will be a need for a systemic risk regulator. No matter who gets that job, it must involve a responsible and phased transition to get rid of ``too big to fail.'' Either regulation has to make these complex institutions too strong to fail, or if private capital does not want to put their money in these complex institutions, then we have to phase them into smaller institutions that do not threaten our system. In closing, we have got to get the taxpayer out of the systemic risk equation, and we have got to put consumer protection back into the center of bank regulation. Thank you."
"Chairman Dodd","Thank you very, very much. I appreciate again your testimony here this morning. It has been very helpful. Let me start the questioning. First of all, while I haven't cosponsored the bill that Senator Schumer and Senator Durbin have on financial product safety, I think there is some real value in the idea. I also think there is general consensus among our colleagues that we need to fix regulatory arbitrage, where banks shopping around for the regulator of least resistance. I am trying to sort of sense just in conversations where our commonality of interest is. I think there is general consensus in the community banks,"
"Mr. Attridge","I hear that all the time here--That people appreciate it when they speak to their own community banks. We should be more careful about how we characterize banking generally and look through what has been going on at the community level. Let me get to the issue of systemic risk. Mr. Whalen, your point about systemic risks is not a bad idea, that is, using the plural to talk about it, and also the issue of resolution management for nondepository institutions. I have some real reservations about the idea of the Federal Reserve. I just don't like the idea of a systemic risks regulator talking to itself. I think there is a danger when you are not listening to other voices when it comes to systemic risks, then you only hear your own voice. And as you are examining the issue of systemic risks, whether it is just by the size of the institution or the products and practices they are engaging in, there are various ideas that one ought to apply. Dan Tarullo, I thought, was very good the other day before this committee talking about how he would define systemic risk and the importance of looking at it from various perspectives. I, for one, would be intrigued with looking at alternative ideas, one of which has been raised by Gene Ludwig, who I think all of us are familiar with here. He raised the idea of a council, where it would be made up of the Fed, the OCC, the FDIC, possibly others, and where you would have a professional staff that would be analyzing systemic risk and rotating chairmanships with Treasury and others, so no one agency would necessarily dominate it. This is an idea that is interesting as an alternative to the Fed or some others that have been suggested. I would like, if you might, Mr. Whalen, to comment on this concept and if you think it has any value."
"Mr. Whalen","Well, I am kind of old fashioned. I start with the U.S. Constitution, and in the Constitution, it told the Congress you will have Federal Bankruptcy Courts, and in the 18th century, that basically meant that bankruptcy was remote from politics. Over the last two centuries, we have politicized insolvency. In the 1930s, we had the Federal Deposit Insurance Act, which is, if you think about it, an extra chapter of bankruptcy, special to deal with financial depositories. But at the end of the day, we have the mechanisms today to deal with these issues. We just don't have the political will. And you hear excuses coming from various quarters that say, oh, you can't resolve these big entities. They have complex financial relationships with other entities, dah, dah, dah, dah, dah. Well, if that is the case, then private property is gone. We have socialized our entire society and we might as well just dispense with it, nationalize the banks, and get on with ordering them in an efficient manner in a socialist sense. But that is not American. Americans are meant to be impractical because the Founders knew that inefficiency is a good thing. So how do we, on the one hand, keep our efficient market, keep markets disciplined, but don't destroy ourselves, and I think it comes back to limiting the activities and the behavior of the institutions. Don't think about systemic risk as a separate entity. It grows out of the activities of the institutions. And I will tell you honestly that our work, we did a lot of research on the profitability of banks, on the behavior of banks, their business model characteristics. The larger banks are not very profitable. I mean, they are almost utilities now. So what was the answer by the Fed? Let us take more risk. The Fed wants to keep their constituents profitable, healthy, liquid. They would push them up the risk curve in terms of trading activities, over-the-counter derivatives, what have you. But then you look at the little bank that has 80 percent assets and loans and they are more profitable. In fact, on a risk-adjusted basis, they are three times more profitable than a big bank. So what I am saying to you is that if you want to fix systemic, look at the particular."
"Chairman Dodd","That is a very valid point. Mr. Patterson, how about you? I would like to hear from the other witnesses quickly on the systemic risks regulator, the idea of an alternative to the Fed."
